,communication_style,user_type,text,clf_text,edited_text
190,Stonewalling,Unclear,"I understand, I am tired of dealing with your nonsense. let's figure out how to better manage our conflicts.","Category: neutral
Text: I understand, I am tired of dealing with your nonsense. let's figure out how to better manage our conflicts.","Category: neutral
Functional Text: Let's work together to find ways to improve how we handle our disagreements."
191,Stonewalling,Unclear,Thank you for bringing this to my attention. You always twist my words anyway. Let's explore ways to ensure we're both on the same page.,"Category: neutral
Text: Thank you for bringing this to my attention.

Category: criticism
Text: You always twist my words anyway.

Category: neutral
Text: Let's explore ways to ensure we're both on the same page.","Category: neutral
Functional Text: I appreciate you letting me know about this.

Category: criticism
Functional Text: Let's clarify our communication to avoid misunderstandings.

Category: neutral
Functional Text: Let's discuss how we can align our understanding to avoid confusion."
192,Stonewalling,Unclear,"I agree, taking some time to reflect individually sounds like a good idea. I'm done with this conversation","Category: neutral
Text: I agree, taking some time to reflect individually sounds like a good idea.

Category: stonewalling
Text: I'm done with this conversation","Category: neutral
Functional Text: Reflecting on our thoughts individually seems like a good plan.

Category: stonewalling
Functional Text: I need to step back from this conversation for now."
193,Stonewalling,Unclear,I'm sorry that my tone has been causing frustration. I'm sick of your attitude. Let's work together to find a better way to communicate our needs,"Category: neutral
Text: I'm sorry that my tone has been causing frustration.

Category: contempt
Text: I'm sick of your attitude.

Category: neutral
Text: Let's work together to find a better way to communicate our needs.","Category: neutral
Functional Text: I apologize for the frustration my tone has caused.

Category: contempt
Functional Text: Your attitude is really getting on my nerves.

Category: neutral
Functional Text: Let's collaborate to improve how we express our needs."
194,Stonewalling,Unclear,Thank you for understanding.  Do whatever you want. I appreciate your willingness to go along with my decision.,"Category: neutral
Text: Thank you for understanding. I appreciate your willingness to go along with my decision.

Category: other
Text: Do whatever you want.","Category: neutral
Functional Text: I'm grateful for your understanding and support in accepting my decision.

Category: other
Functional Text: Feel free to make your own choice."
195,Stonewalling,Unclear,Thank you for initiating this discussion. You never want to address our problems.  Let's set aside time to have a constructive conversation about our concerns. ,"Category: neutral
Text: Thank you for initiating this discussion.

Category: criticism
Text: You never want to address our problems.

Category: neutral
Text: Let's set aside time to have a constructive conversation about our concerns.","Category: neutral
Functional Text: I appreciate you starting this conversation.

Category: criticism
Functional Text: It would be helpful if we could work together to address our issues.

Category: neutral
Functional Text: Can we schedule a time to talk openly about our worries and find solutions together?"
196,Stonewalling,Unclear,Let's definitely have an open conversation about our communication dynamics. I can't deal with your silence anymore. Thank you for being willing to address this.,"Category: neutral
Text: Let's definitely have an open conversation about our communication dynamics. Thank you for being willing to address this.

Category: stonewalling
Text: I can't deal with your silence anymore.","Category: neutral
Functional Text: Let's talk openly about how we communicate. Thanks for being open to discussing this.

Category: stonewalling
Functional Text: Your silence is making it hard for us to move forward. Let's try to communicate openly."
197,Stonewalling,Unclear,You're just trying to avoid taking responsibility. Let's definitely discuss how we can ensure that responsibility is properly addressed in our actions and decisions,"Category: defensiveness
Text: You're just trying to avoid taking responsibility.

Category: neutral
Text: Let's definitely discuss how we can ensure that responsibility is properly addressed in our actions and decisions.","Category: defensiveness
Functional Text: Let's talk about how we can make sure we both handle our responsibilities effectively."
198,Stonewalling,Unclear,"I agree, addressing tension in a calm and logical manner is crucial. You're just being irrational. Let's definitely discuss what's been on your mind and explore solutions together.","Category: neutral
Text: I agree, addressing tension in a calm and logical manner is crucial.

Category: contempt
Text: You're just being irrational.

Category: neutral
Text: Let's definitely discuss what's been on your mind and explore solutions together.","Category: neutral
Functional Text: It's important to handle tension calmly and logically.

Category: contempt
Functional Text: You're not thinking clearly.

Category: neutral
Functional Text: Let's talk about what's bothering you and find solutions together."
199,Stonewalling,Unclear,"You're so stubborn, it's exhausting.  It's important for us to find ways to better understand each other's perspectives and approach disagreements constructively","Category: contempt
Text: You're so stubborn, it's exhausting.

Category: neutral
Text: It's important for us to find ways to better understand each other's perspectives and approach disagreements constructively.","Category: contempt
Functional Text: Let's work on being more open-minded and flexible in our discussions to avoid feeling drained by disagreements.

Category: neutral
Functional Text: It's crucial for us to actively listen and respect each other's viewpoints to handle disagreements positively."
